顺位,用时,开始时间,牌普,一号玩家,一位得点,二号玩家,二位得点,三号玩家,三位得点,四号玩家,四位得点
4位,26,2022-09-06 05:19:00,http://tenhou.net/0/?log=2022090606gm-00a9-0000-b1b9c749,！ぼたもち！,52.4,ぬーやん,6.3,病院坂白猫,-23.7,火霊夢,-35.0
4位,13,2022-09-06 13:53:00,http://tenhou.net/0/?log=2022090614gm-00e1-0000-a6f61300,〓しーら〓,44.8,rak3,2.7,！ぼたもち！,-18.4,CUKEY,-29.1
4位,37,2022-09-07 06:46:00,http://tenhou.net/0/?log=2022090707gm-00a9-0000-d67fe082,福原遥と結婚する,46.1,中盛り中華丼♀,9.6,！ぼたもち！,-15.5,洪水橋A34,-40.2
4位,50,2022-09-07 09:52:00,http://tenhou.net/0/?log=2022090710gm-00a9-0000-74304986,まーくん,49.6,運を手繰り寄せる,8.4,！ぼたもち！,-23.4,ラスるかな,-34.6
4位,15,2022-09-07 15:14:00,http://tenhou.net/0/?log=2022090716gm-00e1-0000-f745583b,！ぼたもち！,41.9,うーぱー,5.5,ロッテ雀球,-18.1,rak3,-29.3
4位,11,2022-09-08 01:15:00,http://tenhou.net/0/?log=2022090802gm-00e1-0000-ad68b49c,可児那由多,47.0,うーぱー,11.0,！ぼたもち！,-11.2,すいませーん,-46.8
4位,33,2022-09-08 09:27:00,http://tenhou.net/0/?log=2022090810gm-00a9-0000-ad726129,！ぼたもち！,57.8,としっち,9.2,うちー,-13.7,愚兄が愚形,-53.3
4位,12,2022-09-08 15:34:00,http://tenhou.net/0/?log=2022090816gm-00e1-0000-8eb8c9e1,可児那由多,42.6,Coffee,4.4,みみず,-16.4,！ぼたもち！,-30.6
4位,33,2022-09-09 07:06:00,http://tenhou.net/0/?log=2022090908gm-00a9-0000-7f3fa3d0,RYO@SS,51.2,きゃーろん,6.5,ビチャ山ビチャ男,-21.5,！ぼたもち！,-36.2
4位,13,2022-09-10 08:59:00,http://tenhou.net/0/?log=2022091009gm-00e1-0000-548c7c91,ロッテ雀球,40.1,！ぼたもち！,7.4,藁ワラ笑wrwr,-18.1,けーぞえ,-29.4
4位,33,2022-09-11 04:07:00,http://tenhou.net/0/?log=2022091105gm-00a9-0000-e1c0f1ed,！ぼたもち！,51.1,たま子,6.6,哭き虫★苺,-18.1,ハタモトヒロ,-39.6
4位,31,2022-09-11 11:46:00,http://tenhou.net/0/?log=2022091112gm-00a9-0000-22d75bd2,！ぼたもち！,62.5,しょぼんｎ,13.4,pokko,-26.6,東京電力,-49.3
4位,23,2022-09-12 07:18:00,http://tenhou.net/0/?log=2022091208gm-00e1-0000-35b4c0a1,！ぼたもち！,60.5,やぶさか,4.2,えびまよん,-24.7,船見結衣,-40.0
4位,11,2022-09-13 16:04:00,http://tenhou.net/0/?log=2022091317gm-00e1-0000-949f6cce,帆立夏衣,56.1,！ぼたもち！,3.2,たっちょ,-24.5,takuaka,-34.8
4位,15,2022-09-14 08:34:00,http://tenhou.net/0/?log=2022091409gm-00e1-0000-54e07a9b,Haaaland,52.3,sandiris,5.6,咲与和,-20.7,！ぼたもち！,-37.2
4位,26,2022-09-14 09:44:00,http://tenhou.net/0/?log=2022091410gm-00a9-0000-6843760b,ハタモトヒロ,51.1,トッシイ＠雀荘巡,7.8,！ぼたもち！,-22.3,saichanz,-36.6
4位,25,2022-09-15 20:10:00,http://tenhou.net/0/?log=2022091521gm-00a9-0000-b13716e5,サン&ムーン,60.6,お高,1.5,やぶさか,-19.4,！ぼたもち！,-42.7
4位,21,2022-09-16 06:49:00,http://tenhou.net/0/?log=2022091607gm-00a9-0000-9a49096d,！ぼたもち！,67.8,えるふぃ＠麻雀,10.8,もちる,-28.1,生徒会【序】,-50.5
4位,36,2022-09-18 06:48:00,http://tenhou.net/0/?log=2022091807gm-00a9-0000-a37172d7,状態麻雀,53.1,スマホあざらし,8.6,辛口カレーライス,-15.5,！ぼたもち！,-46.2
4位,15,2022-09-20 08:09:00,http://tenhou.net/0/?log=2022092009gm-00e1-0000-dbceed9d,！ぼたもち！,50.0,LOLITA,3.9,〓しーら〓,-17.0,たっちょ,-36.9
4位,30,2022-09-21 00:38:00,http://tenhou.net/0/?log=2022092101gm-00a9-0000-b812d59c,ノオチャベス,40.3,matau,8.3,！ぼたもち！,-16.6,朝日,-32.0
4位,21,2022-09-25 10:52:00,http://tenhou.net/0/?log=2022092511gm-00a9-0000-c9df7609,朝日,45.4,chiss,4.9,rabiel,-15.6,！ぼたもち！,-34.7
4位,16,2022-09-27 15:53:00,http://tenhou.net/0/?log=2022092716gm-00e1-0000-5be8b481,帆立夏衣,44.4,！ぼたもち！,6.1,turtle.,-14.9,宇宙打牌,-35.6
4位,18,2022-09-30 14:38:00,http://tenhou.net/0/?log=2022093015gm-00a9-0000-049e50ec,！ぼたもち！,46.2,トシフーニ,12.8,First,-14.0,シンプルなワキガ,-45.0
4位,31,2022-10-04 12:55:00,http://tenhou.net/0/?log=2022100413gm-00a9-0000-9bda6a7d,♪♪,50.1,おーたん,8.5,Benching,-16.2,！ぼたもち！,-42.4
4位,32,2022-10-05 14:03:00,http://tenhou.net/0/?log=2022100515gm-00a9-0000-c9d13a6d,【さとぼー】,53.5,tanaKa,8.6,南斗シン,-23.1,！ぼたもち！,-39.0
4位,33,2022-10-08 13:17:00,http://tenhou.net/0/?log=2022100814gm-00a9-0000-b27b5cb4,岩上通り,51.7,yyx0115,4.7,！ぼたもち！,-19.8,状態麻雀,-36.6
4位,32,2022-10-09 03:07:00,http://tenhou.net/0/?log=2022100904gm-00a9-0000-9b61cc33,広島の種馬,60.6,九紋龍史進,17.8,ALPERIN,-28.2,！ぼたもち！,-50.2
4位,22,2022-10-11 13:06:00,http://tenhou.net/0/?log=2022101114gm-00a9-0000-07cebdf2,S木,51.2,代々木寿人,4.8,！ぼたもち！,-18.2,河童のワカマツ,-37.8
4位,29,2022-10-12 14:23:00,http://tenhou.net/0/?log=2022101215gm-00a9-0000-1290481c,！ぼたもち！,46.1,南斗シン,3.9,花道桜木,-16.7,紫の鏡,-33.3
4位,10,2022-10-13 13:26:00,http://tenhou.net/0/?log=2022101314gm-00e1-0000-682c45d4,phenome,46.9,！ぼたもち！,6.0,ぺんちーぴんつも,-19.9,rak3,-33.0
4位,31,2022-10-14 14:11:00,http://tenhou.net/0/?log=2022101415gm-00a9-0000-ef382e56,河童のワカマツ,44.7,！ぼたもち！,13.7,seastory,-22.2,pentola,-36.2
4位,7,2022-10-17 14:21:00,http://tenhou.net/0/?log=2022101715gm-00a9-0000-ce7088b3,火霊夢,64.9,！ぼたもち！,3.7,ゆえいさ,-17.6,亮流打者,-51.0
4位,10,2022-10-17 14:33:00,http://tenhou.net/0/?log=2022101715gm-00e1-0000-f4d4be59,No.0001,51.4,rak3,5.4,！ぼたもち！,-19.8,亮流打者,-37.0
4位,40,2022-10-18 12:55:00,http://tenhou.net/0/?log=2022101813gm-00a9-0000-400a2383,らいあんじゃん,52.9,shaye,12.9,とびまこ,-25.9,！ぼたもち！,-39.9
4位,30,2022-10-19 04:33:00,http://tenhou.net/0/?log=2022101905gm-00a9-0000-4cc9981f,象,50.5,ハタモトヒロ,13.1,！ぼたもち！,-12.4,ahoge,-51.2
4位,27,2022-10-19 14:33:00,http://tenhou.net/0/?log=2022101915gm-00a9-0000-204a50b5,MJアングラー,54.8,冬馬春希,18.1,うまうま0305,-21.8,！ぼたもち！,-51.1
4位,40,2022-10-22 07:02:00,http://tenhou.net/0/?log=2022102208gm-00a9-0000-affe1531,！ぼたもち！,53.4,Chicago,4.2,あぜ,-18.4,tanaKa,-39.2
4位,37,2022-10-24 11:39:00,http://tenhou.net/0/?log=2022102412gm-00a9-0000-b20a64f2,いとさん,60.0,！ぼたもち！,6.7,ＹＯＳＩＤＡ５０,-26.8,【さとぼー】,-39.9
4位,28,2022-10-27 14:36:00,http://tenhou.net/0/?log=2022102715gm-00a9-0000-c509865f,mato0603,53.0,しんな,13.6,としっち,-25.2,！ぼたもち！,-41.4
4位,27,2022-11-01 12:33:00,http://tenhou.net/0/?log=2022110113gm-00a9-0000-9c8b56c0,saki-林,58.3,えすたまる,5.0,xxbmm,-20.1,！ぼたもち！,-43.2
4位,24,2022-11-03 15:26:00,http://tenhou.net/0/?log=2022110316gm-00e1-0000-7fcf21a4,riouchan,49.0,藁ワラ笑wrwr,6.0,！ぼたもち！,-16.8,岸明日香,-38.2
4位,32,2022-11-03 22:29:00,http://tenhou.net/0/?log=2022110323gm-00a9-0000-c473d781,牌流状態麻雀,49.2,和久津晶,16.5,白菜来打麻将了,-21.1,！ぼたもち！,-44.6
4位,26,2022-11-04 14:02:00,http://tenhou.net/0/?log=2022110415gm-00a9-0000-b02ace87,帰りたい。,48.1,！ぼたもち！,14.3,木原豪一,-13.5,海棠,-48.9
4位,7,2022-11-04 19:21:00,http://tenhou.net/0/?log=2022110420gm-00e1-0000-befd15ce,マカヒキ,41.4,slick319,5.3,うれたん枕,-16.1,！ぼたもち！,-30.6
4位,18,2022-11-07 15:11:00,http://tenhou.net/0/?log=2022110716gm-00a9-0000-774d44ce,1Pたそ,41.7,りょけす,10.3,小豆梓,-13.3,！ぼたもち！,-38.7
4位,26,2022-11-08 00:43:00,http://tenhou.net/0/?log=2022110801gm-00a9-0000-75c80528,ひぐち,47.6,七生夕,16.4,！ぼたもち！,-16.2,凍魚凍魚,-47.8
4位,25,2022-11-08 15:53:00,http://tenhou.net/0/?log=2022110816gm-00a9-0000-edd8c101,！ぼたもち！,55.0,完全安牌,14.5,eranvita,-18.7,小林流牌手,-50.8
4位,44,2022-11-09 00:06:00,http://tenhou.net/0/?log=2022110901gm-00a9-0000-4fcada04,！ぼたもち！,60.8,山外小楼任听雨,16.1,おじさん,-25.5,日陰さん,-51.4
4位,31,2022-11-09 15:06:00,http://tenhou.net/0/?log=2022110916gm-00a9-0000-73efde03,てまち,66.8,！ぼたもち！,12.3,タマネギ,-28.3,黒人@くろんちゅ,-50.8
4位,7,2022-11-09 20:05:00,http://tenhou.net/0/?log=2022110921gm-00e1-0000-3f80b9c5,奈良シカマル！,43.6,かわちゃん58,7.0,！ぼたもち！,-18.0,藁ワラ笑wrwr,-32.6
4位,23,2022-11-10 15:22:00,http://tenhou.net/0/?log=2022111016gm-00e1-0000-648dcef4,！ぼたもち！,44.7,sandiris,7.6,rak3,-19.4,ahoge,-32.9
4位,9,2022-11-10 22:00:00,http://tenhou.net/0/?log=2022111023gm-00e1-0000-a3884622,NIJIIRO,58.8,lamb,1.1,かわちゃん58,-21.0,！ぼたもち！,-38.9
4位,16,2022-11-11 15:07:00,http://tenhou.net/0/?log=2022111116gm-00a9-0000-7f7948d6,December,50.7,！ぼたもち！,10.2,玄化,-9.8,WishArt,-51.1
4位,23,2022-11-11 15:24:00,http://tenhou.net/0/?log=2022111116gm-00e1-0000-0563b860,rak3,49.5,ぺんちーぴんつも,9.2,sandiris,-18.7,！ぼたもち！,-40.0
4位,32,2022-11-11 23:33:00,http://tenhou.net/0/?log=2022111200gm-00a9-0000-d5c171da,！ぼたもち！,52.1,ハマの伝道師,11.2,めろんぱん,-10.6,ひっころ26,-52.7
4位,34,2022-11-12 06:56:00,http://tenhou.net/0/?log=2022111207gm-00a9-0000-eb76157a,！ぼたもち！,53.5,いとさん,22.8,ブラザー,-19.3,中盛り中華丼♀,-57.0
4位,35,2022-11-14 08:54:00,http://tenhou.net/0/?log=2022111409gm-00a9-0000-8b25ec8b,愛は正義,47.5,！ぼたもち！,11.1,haruko,-18.8,MJアングラー,-39.8
4位,8,2022-11-15 15:57:00,http://tenhou.net/0/?log=2022111516gm-00e1-0000-deec59af,みみず,41.5,darter,6.0,niconto,-18.0,！ぼたもち！,-29.5
4位,22,2022-11-15 23:54:00,http://tenhou.net/0/?log=2022111600gm-00a9-0000-218294d3,navel,55.9,釣り日和,2.4,！ぼたもち！,-24.0,ナカにし,-34.3
4位,32,2022-11-16 14:42:00,http://tenhou.net/0/?log=2022111615gm-00a9-0000-ae82b4e2,在原七海大好き,61.6,harookie,1.6,！ぼたもち！,-24.2,シュマイケル,-39.0
4位,24,2022-11-17 02:39:00,http://tenhou.net/0/?log=2022111703gm-00a9-0000-c448b040,九紋龍史進,44.4,！ぼたもち！,6.3,遊走,-20.1,朝日,-30.6
4位,29,2022-11-18 07:27:00,http://tenhou.net/0/?log=2022111808gm-00a9-0000-7cd4ee96,Reagenz,48.7,hisato棒,5.5,卓☆,-19.1,！ぼたもち！,-35.1
4位,36,2022-11-19 16:02:00,http://tenhou.net/0/?log=2022111917gm-00a9-0000-0ad2fcaa,amaika,79.9,！ぼたもち！,1.3,アヒルツルギー,-33.0,rai211,-48.2
4位,49,2022-11-20 08:15:00,http://tenhou.net/0/?log=2022112009gm-00a9-0000-ac461c8e,英国売却,59.8,！ぼたもち！,1.4,ブラザー,-25.1,あsqwd,-36.1
4位,38,2022-11-21 07:58:00,http://tenhou.net/0/?log=2022112108gm-00a9-0000-c18abc9f,Kitamura,63.9,帰りたい。,5.8,！ぼたもち！,-29.1,グルーミー先輩,-40.6
4位,31,2022-11-25 07:56:00,http://tenhou.net/0/?log=2022112508gm-00a9-0000-fbd2bddf,いとさん,57.9,アヒルツルギー,25.7,メタビート,-24.6,！ぼたもち！,-59.0
4位,40,2022-11-29 12:31:00,http://tenhou.net/0/?log=2022112913gm-00a9-0000-98fde1e4,！ぼたもち！,50.9,ちゃまり,14.3,15.15cm,-14.3,abo&yu,-50.9
4位,30,2022-11-30 11:01:00,http://tenhou.net/0/?log=2022113012gm-00a9-0000-a3271800,Xul,40.1,たかってぃー,7.8,！ぼたもち！,-15.4,unimaru,-32.5
4位,39,2022-12-04 07:02:00,http://tenhou.net/0/?log=2022120408gm-00a9-0000-8ea9ce42,！ぼたもち！,50.7,vAct,11.4,漆黒の魚屋,-14.3,yukiove,-47.8
4位,8,2022-12-04 22:49:00,http://tenhou.net/0/?log=2022120423gm-00e1-0000-60b6ea59,かわちゃん58,49.7,！ぼたもち！,5.0,そふぁもん,-17.0,riouchan,-37.7
4位,16,2022-12-05 13:07:00,http://tenhou.net/0/?log=2022120514gm-00e1-0000-5cc475e9,！ぼたもち！,44.9,易利薩伯,7.4,うちー,-15.7,占い師裏ないし,-36.6
4位,12,2022-12-05 16:04:00,http://tenhou.net/0/?log=2022120517gm-00e1-0000-6593eb90,可児那由多,42.5,！ぼたもち！,9.7,muumura,-15.5,No.0001,-36.7
4位,8,2022-12-05 17:57:00,http://tenhou.net/0/?log=2022120518gm-00e1-0000-32900461,おかくら,66.4,！ぼたもち！,-3.6,藁ワラ笑wrwr,-25.7,takuaka,-37.1
4位,6,2022-12-06 12:25:00,http://tenhou.net/0/?log=2022120613gm-00a9-0000-903dbed7,Kenjiro,94.0,！ぼたもち！,5.0,にゃはむ,-18.0,髭鯨,-81.0
4位,24,2022-12-06 12:32:00,http://tenhou.net/0/?log=2022120613gm-00a9-0000-934a2d7d,にゃはむ,49.7,船越英一郎,1.8,！ぼたもち！,-19.8,シュマイケル,-31.7
4位,26,2022-12-06 14:53:00,http://tenhou.net/0/?log=2022120615gm-00a9-0000-942deab6,！ぼたもち！,55.6,PB4-P,14.6,soldier5,-25.1,洪水橋A34,-45.1
4位,7,2022-12-06 20:16:00,http://tenhou.net/0/?log=2022120621gm-00e1-0000-e13319c9,No.0001,48.0,☆孫燕姿☆,4.7,大宮忍v,-19.7,！ぼたもち！,-33.0
4位,28,2022-12-12 19:55:00,http://tenhou.net/0/?log=2022121220gm-00a9-0000-16af5ad4,ノオチャベス,45.9,闇の大魔王ゾーマ,8.1,！ぼたもち！,-21.9,うけながしません,-32.1
4位,34,2022-12-16 00:05:00,http://tenhou.net/0/?log=2022121601gm-00a9-0000-dd3240d3,☆Adrian,44.2,！ぼたもち！,7.2,†白兎†,-15.5,からくり,-35.9
4位,30,2022-12-16 02:57:00,http://tenhou.net/0/?log=2022121603gm-00a9-0000-c88adc41,ALPERIN,64.1,アフリカ,13.2,katerina,-25.3,！ぼたもち！,-52.0
4位,29,2022-12-16 04:42:00,http://tenhou.net/0/?log=2022121605gm-00a9-0000-49c6d5ff,和久津晶,54.7,漆黒の魚屋,12.6,神戸小鳥醤,-20.3,！ぼたもち！,-47.0
4位,17,2022-12-16 20:21:00,http://tenhou.net/0/?log=2022121621gm-00e1-0000-12090249,みみず,65.4,嶺上咲,-1.9,！ぼたもち！,-24.0,takuaka,-39.5
4位,31,2022-12-18 23:12:00,http://tenhou.net/0/?log=2022121900gm-00a9-0000-74d7a789,北欧のもこう,50.2,凡庸,14.6,古斯塔夫二世,-19.4,！ぼたもち！,-45.4
4位,17,2022-12-23 19:53:00,http://tenhou.net/0/?log=2022122320gm-00e1-0000-62c67d53,riouchan,53.4,！ぼたもち！,1.4,ルホンディエ,-20.3,みみず,-34.5
4位,44,2022-12-26 04:04:00,http://tenhou.net/0/?log=2022122605gm-00a9-0000-865d075a,！ぼたもち！,73.0,MAK0104,-4.3,ふか,-27.5,Nemo,-41.2
4位,12,2022-12-26 20:31:00,http://tenhou.net/0/?log=2022122621gm-00e1-0000-b9a4f4d0,うちー,44.0,！ぼたもち！,13.1,爆裂都市～,-22.5,Tangle,-34.6
4位,32,2022-12-29 01:12:00,http://tenhou.net/0/?log=2022122902gm-00a9-0000-46155271,山越,62.5,！ぼたもち！,6.7,猛反発まくら,-28.0,ノオチャベス,-41.2
4位,19,2022-12-29 10:14:00,http://tenhou.net/0/?log=2022122911gm-00e1-0000-d11ae587,アマポ～～ラ,46.8,muumura,10.3,！ぼたもち！,-14.5,sandiris,-42.6
4位,44,2022-12-30 04:05:00,http://tenhou.net/0/?log=2022123005gm-00a9-0000-82acd7da,NUDA,45.3,！ぼたもち！,13.6,KORAI@@@,-19.9,けーぞえ,-39.0
4位,16,2022-12-30 05:24:00,http://tenhou.net/0/?log=2022123006gm-00e1-0000-65902849,！ぼたもち！,45.5,さきたま林檎,8.6,Sachi04,-21.0,三冠王・山田哲人,-33.1
4位,9,2022-12-30 05:44:00,http://tenhou.net/0/?log=2022123006gm-00e1-0000-564f2c38,Sachi04,40.2,さきたま林檎,7.6,三冠王・山田哲人,-15.4,！ぼたもち！,-32.4
4位,13,2022-12-30 05:58:00,http://tenhou.net/0/?log=2022123006gm-00e1-0000-e34eaa6e,三冠王・山田哲人,41.2,けーぞえ,6.8,！ぼたもち！,-17.5,さきたま林檎,-30.5
4位,41,2023-01-02 03:26:00,http://tenhou.net/0/?log=2023010204gm-00a9-0000-2d516b52,KORAI@@@,50.5,篠原,6.5,！ぼたもち！,-18.0,こううた,-39.0
4位,45,2023-01-02 05:21:00,http://tenhou.net/0/?log=2023010206gm-00a9-0000-71825afb,ayapin,41.4,からくり,10.8,！ぼたもち！,-18.9,PDGON,-33.3
4位,38,2023-01-02 06:53:00,http://tenhou.net/0/?log=2023010207gm-00a9-0000-272bb45b,えいきち@5mf,56.8,！ぼたもち！,6.0,うっしー00,-17.1,象,-45.7
4位,9,2023-01-02 10:01:00,http://tenhou.net/0/?log=2023010211gm-00e1-0000-0faac1d8,えがわりお,41.9,さきたま林檎,4.5,ちゅうどく象さん,-16.5,！ぼたもち！,-29.9
4位,24,2023-01-02 10:12:00,http://tenhou.net/0/?log=2023010211gm-00a9-0000-8c9378bc,！ぼたもち！,46.0,真龍兄貴,9.2,大坂屋,-16.8,GGGGZZZZ,-38.4
4位,12,2023-01-02 14:05:00,http://tenhou.net/0/?log=2023010215gm-00e1-0000-f5636a05,！ぼたもち！,55.8,がた,4.8,riouchan,-19.4,モンキートリック,-41.2
4位,14,2023-01-02 20:29:00,http://tenhou.net/0/?log=2023010221gm-00e1-0000-e197b0f7,中年の危機,41.8,クィウ,6.5,！ぼたもち！,-13.9,Femirins,-34.4
4位,15,2023-01-03 20:34:00,http://tenhou.net/0/?log=2023010321gm-00e1-0000-f7d7829a,！ぼたもち！,40.3,NIJIIRO,5.1,G2龍門,-16.8,かわちゃん58,-28.6
4位,34,2023-01-06 07:52:00,http://tenhou.net/0/?log=2023010608gm-00a9-0000-b4b741e6,！ぼたもち！,45.5,ミスティコ,13.6,からくり,-18.6,ブラザー,-40.5
4位,34,2023-01-06 14:44:00,http://tenhou.net/0/?log=2023010615gm-00a9-0000-933033fd,MRF,43.9,ラスるかな,3.1,愚兄が愚形,-18.4,！ぼたもち！,-28.6
4位,18,2023-01-06 16:44:00,http://tenhou.net/0/?log=2023010617gm-00e1-0000-2f1e42ca,黒鉄珠雫,42.1,麻雀少年,6.7,ちゅうどく象さん,-19.1,！ぼたもち！,-29.7
4位,14,2023-01-07 20:23:00,http://tenhou.net/0/?log=2023010721gm-00e1-0000-9931985a,もぐら,45.5,G2龍門,11.1,さきたま林檎,-22.5,！ぼたもち！,-34.1
4位,13,2023-01-15 10:03:00,http://tenhou.net/0/?log=2023011511gm-00e1-0000-5242feb2,！ぼたもち！,51.7,ちゅうどく象さん,11.3,たこ☆焼き,-19.3,slick319,-43.7
4位,43,2023-01-15 16:33:00,http://tenhou.net/0/?log=2023011517gm-00a9-0000-ac8d5b71,のび太くん,56.8,米米米,12.4,！ぼたもち！,-22.4,ハマの伝道師,-46.8
4位,35,2023-01-15 21:18:00,http://tenhou.net/0/?log=2023011522gm-00a9-0000-e0b6e810,いーはん,50.5,！ぼたもち！,12.2,みーやす,-17.2,☆ゆいらぶ☆,-45.5
4位,12,2023-01-16 10:37:00,http://tenhou.net/0/?log=2023011611gm-00e1-0000-23a1bbbd,riouchan,40.4,！ぼたもち！,5.8,落日,-15.2,宮保鶏肉,-31.0
4位,25,2023-01-17 02:06:00,http://tenhou.net/0/?log=2023011703gm-00a9-0000-ee6b6ab2,七星球,46.4,！ぼたもち！,9.4,三島八雲,-12.6,うまうま0305,-43.2
4位,17,2023-01-17 10:09:00,http://tenhou.net/0/?log=2023011711gm-00e1-0000-e919b89b,みみず,66.8,あーし,-4.3,！ぼたもち！,-26.1,④避遊戯【東南】,-36.4
4位,15,2023-01-17 10:37:00,http://tenhou.net/0/?log=2023011711gm-00e1-0000-68854f63,！ぼたもち！,50.0,あーし,9.9,④避遊戯【東南】,-22.9,rak3,-37.0
4位,11,2023-01-17 14:01:00,http://tenhou.net/0/?log=2023011715gm-00e1-0000-d6ed1dae,みみず,50.8,あーし,7.4,！ぼたもち！,-19.7,riouchan,-38.5
4位,29,2023-01-17 14:15:00,http://tenhou.net/0/?log=2023011715gm-00a9-0000-36a32ea0,長山大樹,57.5,！ぼたもち！,15.6,圧倒的放銃,-22.7,rabiel,-50.4
4位,21,2023-01-17 17:31:00,http://tenhou.net/0/?log=2023011718gm-00a9-0000-938414f0,山本惣一朗,64.6,！ぼたもち！,-2.6,たま子,-23.8,ekarute,-38.2
4位,36,2023-01-17 20:11:00,,AZ丼,45.7,Mr-XXX,7.4,！ぼたもち！,-19.6,れんれん0907,-33.5
4位,28,2023-01-17 21:00:00,,夢庵,40.5,暴れん坊小軍,7.9,BREWDOG,-16.8,！ぼたもち！,-31.6
4位,9,2023-01-17 21:29:00,,ある沢,45.4,れんれん0907,10.7,滝沢昇,-21.6,！ぼたもち！,-34.5
4位,35,2023-01-18 14:02:00,http://tenhou.net/0/?log=2023011815gm-00a9-0000-0cfcad84,侍,61.3,！ぼたもち！,7.8,ARDEN,-20.0,スティルインラヴ,-49.1
4位,43,2023-01-19 17:07:00,http://tenhou.net/0/?log=2023011918gm-00a9-0000-de2688fc,顔真卿,45.7,HiroYuki,14.4,！ぼたもち！,-21.4,しもんぬ,-38.7
4位,41,2023-01-19 19:29:00,http://tenhou.net/0/?log=2023011920gm-00a9-0000-24fcb308,お高,53.9,ランナーランナー,9.6,！ぼたもち！,-24.1,馬了隔壁,-39.4
4位,32,2023-01-19 22:31:00,http://tenhou.net/0/?log=2023011923gm-00a9-0000-2455c1b1,キリンキリン,54.7,！ぼたもち！,16.0,桜花閃々,-23.7,tyaso,-47.0
4位,19,2023-01-19 23:33:00,http://tenhou.net/0/?log=2023012000gm-00a9-0000-be7c25e2,！ぼたもち！,46.5,橘ワルツ,15.3,ひっころ26,-8.5,自惚れリーチ,-53.3
4位,15,2023-01-20 13:27:00,http://tenhou.net/0/?log=2023012014gm-00a9-0000-20f8ef99,葵ちゃん,64.2,ラスるかな,9.1,寿人流牌手,-23.1,！ぼたもち！,-50.2
4位,34,2023-01-21 01:05:00,http://tenhou.net/0/?log=2023012102gm-00a9-0000-d20483ca,NOTA,49.7,あらばしり,15.9,jo-gai,-15.6,！ぼたもち！,-50.0
4位,31,2023-01-21 19:28:00,http://tenhou.net/0/?log=2023012120gm-00a9-0000-ba2c6658,！ぼたもち！,44.0,絶対防御将軍,10.8,shokola2,-18.5,Reagenz,-36.3
4位,39,2023-01-21 20:43:00,http://tenhou.net/0/?log=2023012121gm-00a9-0000-2927ccd1,30cm30cm,46.5,socchy,8.0,！ぼたもち！,-18.8,琴柳,-35.7
4位,24,2023-01-22 00:55:00,http://tenhou.net/0/?log=2023012201gm-00a9-0000-0c563853,九紋龍史進,67.6,黒光りするG,3.9,！ぼたもち！,-25.1,akaiki,-46.4
4位,33,2023-01-22 03:08:00,http://tenhou.net/0/?log=2023012204gm-00a9-0000-5680a0e0,シンシャ,46.4,悔いタン,8.4,ようへーX,-16.0,！ぼたもち！,-38.8
4位,41,2023-01-22 13:47:00,http://tenhou.net/0/?log=2023012214gm-00a9-0000-f879dcf5,KORAI@@@,53.5,朝日,8.1,！ぼたもち！,-16.6,ナッツ山盛り,-45.0
4位,40,2023-01-23 01:01:00,http://tenhou.net/0/?log=2023012302gm-00a9-0000-a5a76c95,浮生之桜☆,46.5,！ぼたもち！,7.5,片山場況,-16.8,8823467,-37.2
4位,21,2023-01-23 01:48:00,http://tenhou.net/0/?log=2023012302gm-00a9-0000-fe93a0e1,生徒会【序】,61.1,浮生之桜☆,-1.1,！ぼたもち！,-24.6,ekarute,-35.4
4位,27,2023-01-24 02:31:00,http://tenhou.net/0/?log=2023012403gm-00a9-0000-f2f3c46d,さかなワニ,44.0,＿園城寺怜＿,11.3,！ぼたもち！,-22.3,青アナグラム沖,-33.0
4位,36,2023-01-24 11:17:00,http://tenhou.net/0/?log=2023012412gm-00a9-0000-c8ea93bf,！ぼたもち！,45.5,シンシャ,9.4,闇の大魔王ゾーマ,-10.8,はーちゃん,-44.1
